FULL_ADDRESS,Type,Description,Municipality,Community,Days,%,List Price,Sold Price,Expiry Date,Street Name,St#,Bedroom,BedPlus,Wr,Garage Type,Parking Drive Spaces,Pool,Contract Date,Sold Date,Remarks For Clients,Extras,Address,Postal Code,Municipality District
"60 Grainger Cres, Ajax, ONTARIO, CANADA, L1T4Y6",Detached,2-Storey,Ajax,Northwest Ajax,44,94,"$879,000 ","$825,000 ",2018-06-06,Grainger,60,4,2,4,Attached,2,None,2017-12-06,2018-01-19,"Well Maintained 4 Bedrooms House For Sale, Very Good Location, Fully Upgraded Top To Bottom, Walking Distance To All Amenities, Transit, School, Shopping Center.","Stainless Steel Fridge, Gas, Stove, Washer, Dryer, All Curtains & Blinds.",60 Grainger Cres,L1T4Y6,Ajax
"104 Hopkinson Cres, Ajax, ONTARIO, CANADA, L1T4E1",Detached,2-Storey,Ajax,Northwest Ajax,8,104,"$689,900 ","$715,000 ",2018-05-15,Hopkinson,104,4,,3,Attached,2,None,2017-11-13,2017-11-21,"One Of Ajaxs' Most Sought After Communities Located In The ""Nottingham"" Enclave! Just Some Of The Features: Open Concept Main Floor Family Room With Cozy Gas Fireplace, Family Size Kitchen With Walk-Out To Large Deck And Private Backyard! In-House Access From The Double Garage, Four Spacious Bedrooms Including Full Ensuite With Soaker Tub And Sep Shower In Master With His And Hers Walk-In Closets Too! Walk To Schools And Shops And Minutes To Highway 401/407!","New Shingles And Hwt (R)(2017), Garage Doors (2016) Furnace Rental (2015) $59.50 + Hst, Stove, Washer, Dryer, Cac, All Window Coverings Including California Shutters, All Elfs, Fans, Egdo And Remote, Freezer In Bsmt & Newer Alarm System",104 Hopkinson Cres,L1T4E1,Ajax
"26 Mcgregor Dr, Ajax, ONTARIO, CANADA, L1T3W8",Detached,2-Storey,Ajax,Northwest Ajax,18,100,"$1,000,000 ","$1,000,000 ",2018-01-15,Mcgregor,26,4,,3,Attached,10,Inground,2017-11-14,2017-12-02,"Stunning ""Goldfields"" Model Home On Large Pie-Shaped Lot In Desired Oak Meadows Neighbourhood - Backs Onto Ravine & Duffins Creek! Enter Into Large Foyer W/ Spiral Staircase. Office W/ 12' Ceiling & Family Room W/ Cozy Gas Fireplace. Master Bdrm W/ Double Doors, W/I Closet & 4Pc Ensuite W/ Soaker Tub. Modern Kitchen W/ Pantry & Breakfast Area. W/O To Professionally Landscaped Fenced Yard W/ Large Patio & Pool Area W/ Shed & Deck. Finished Bsmt W/ Rec Room.","S/S Fridge, S/S Stove, B/I D/W, Washer, Dryer, Gdo/2 Remotes, Pool Liner (2014), Pool Pump (2011), Garage Doors (2015), Roof (2014), Broadloom (2015). *Exclude: Drapes & Rods",26 Mcgregor Dr,L1T3W8,Ajax
"25 Mcgregor Dr, Ajax, ONTARIO, CANADA, L1T3W8",Detached,2-Storey,Ajax,Northwest Ajax,3,103,"$699,000 ","$720,000 ",2018-05-29,Mcgregor,25,4,,3,Built-In,5,None,2017-11-29,2017-12-02,Absolutely Spectacular Upscale Area In North West Ajax! Once In A Lifetime Opportunity! This Home Has Everything That You Have Ever Dreamed Of Including Tandem Garage And Drive Thru & Garage Access. Open Concept Kitchen And Family Room With Gas Fireplace! Renovated Mbr Ensuite.,"Elf's, All Window Coverings, Fridge, Stove, Washer, Dryer, Built In Dishwasher.",25 Mcgregor Dr,L1T3W8,Ajax
"99 Mcsweeney Cres, Ajax, ONTARIO, CANADA, L1T4G3",Detached,2-Storey,Ajax,Northwest Ajax,46,95,"$650,000 ","$620,000 ",2018-02-22,Mcsweeney,99,3,1,3,Attached,2,Inground,2017-11-22,2018-01-07,"Beautiful 3+1 Br Home In A Northwest Ajax On A Premium Lot Widens To 40' Across Back. Lots Of Upgrade, Hardwood Flr Modern Open Concept Kitchen, Family Rm With Gas Fireplace, Large Master Br With 4 Pc Ensuite And Walk In Closet, Professorially Finished Bsmt. Pot Light Throughout The House Very Bright House, Professionally Landscaped With Interlock Patio And Driveway And Magnificent Heated In Ground Salt Water Pool.","Fridge, Stove, B/I Dishwasher, B/I Microwave, Range Hood, Washer & Dryer, In Ground Pool And Related Equipment, Gas Fireplace, Central Air, Central Vacuum , All Electric Light Fixtures, Double Car Driveway.",99 Mcsweeney Cres,L1T4G3,Ajax
"97 Mcsweeney Cres, Ajax, ONTARIO, CANADA, L1T4G3",Detached,2-Storey,Ajax,Northwest Ajax,3,97,"$659,000 ","$642,500 ",2018-02-21,Mcsweeney,97,3,,3,Built-In,2,None,2017-11-21,2017-11-24,"Prime Area. Close To 2,000Sqft Of Modern, Open-Airy Living Space. Approx. 18Ft Cathedral Ceiling, Hardwood Floors & New Light Fixtures. Open-Concept White Kitchen Incl. Walk-Out Patio Doors To Lush Private Backyard. Family Room Incl. Hardwood Floors, Gas Fireplace. Direct Access From Garage. Upgraded Carpet On Staircase. Master Incl. Spa-Like Bath W/Soaker Tub & Stand Up Shower. Third Bedroom Incl. Private-2nd Floor-Outdoor Deck. Income Property Potential!","Garden Shed, New Light Fixtures Throughout, Freshly Painted Exterior & Interior, 8X10 Shed, A/C. Home Can Easily Be Converted Into Income Property (Ability For Separate Entrance + Legal Basement Apartment). Near Transit, Shopping & Schools.",97 Mcsweeney Cres,L1T4G3,Ajax
"38 Shorten Pl, Ajax, ONTARIO, CANADA, L1T0E9",Detached,2-Storey,Ajax,Northwest Ajax,17,97,"$949,900 ","$917,000 ",2018-05-02,Shorten,38,4,1,5,Attached,2,None,2017-11-02,2017-11-19,"Fabulous 4+1Br With 5 Washrooms.Open Concept Corner House W/Lots Of Sun Lights.Freshly Painted Large Porch, Bright Entrance,Hardwood Flr,9' Ceiling,Pot Lights Throughout,Spiral Staircase,Fireplace,Large Kitchen W/Granite Top,S/S App.,Light Valance,Island,&Large Breakfast Area With Bay Window.All Washrooms W/Quartz Top,Finished Basement With One Br Wet Bar, Full Washroom And Kitchen. 2nd Flr Each Room Has Ensuite Washrooms.Close To Shopping,401,Taunton&Schools","S/S Fridge, Stove, Dishwasher, Washer & Dryer. All Light Fixtures, Pots Lights, Large Deck With Gazebo, Quartz Counter Top In All Washrooms, 2 Kitchen With Granite Counter Top, Light Valance, Wet Bar, Fireplace.",38 Shorten Pl,L1T0E9,Ajax
"51 Stockell Cres, Ajax, ONTARIO, CANADA, L1T 0M4",Detached,2-Storey,Ajax,Northwest Ajax,41,95,"$770,000 ","$732,000 ",2018-01-08,Stockell,51,4,,3,Built-In,1,None,2017-11-03,2017-12-14,"Absolutely Stunning Premium 'Garland' Model By Coughlan Home. Detach Home Only 2 Years Old In A Highly Demanded Community! Lots Of Natural Light Throughout The House. Ravine Lot. Boasting Over 2000 Sq Ft Of Living Space. 4.5 Inch Gleaming Hardwood Throughout The Entire House. 9 Ft Ceiling. ""Quartz Counter Top Upgraded Throughout The Entire House; Kitchen, Powder Room, Upstairs Washroom, And Master Br Ensuite. Potential In Law Suite In The Basement W/Sep.","Upgraded Exterior Stone Bricks. Hwt Rental: $49/Month. High End Stainless Steel Appliances. Washer & Dryer. Garage Door Opener. California Window Shutters Throughout House. Near Schools, Shopping Malls, Library, Restaurants, 407.",51 Stockell Cres,L1T 0M4,Ajax
"71 Stockell Cres, Ajax, ONTARIO, CANADA, L1T0M4",Detached,2-Storey,Ajax,Northwest Ajax,27,100,"$979,900 ","$977,000 ",2018-02-28,Stockell,71,4,3,6,Built-In,2,None,2017-12-07,2018-01-03,"Well Maintained 4 Bedroom Detached Home, Almost 2 Yrs New. Over 150K Upgrades, All Bedrooms With Walk-In Closets & Each Room Has Its Own Washroom. 9 Feet Ceiling In Master Bedroom And 9 Ft Basement Upgrade From Builder,Security System ,Dedicated Cat 6 And Tv Cable,Frameless Standing Shower In Master Br, Ravine Lot With Walkway,Smooth Ceiling Thru Out The House, 200Amp Power,W/O Basement Finished With High End Material, Rough-In For Wet Bar, Exhaust Fan Outlet","Fridge, Stove, Washer, Dryer, Dish Washer, Cac, All Elfs, Window Coverings, Video Monitoring System.",71 Stockell Cres,L1T0M4,Ajax
"12 Taverner Cres, Ajax, ONTARIO, CANADA, L1T4P7",Detached,2-Storey,Ajax,Northwest Ajax,6,99,"$799,000 ","$790,000 ",2018-02-28,Taverner,12,4,1,4,Built-In,2,None,2017-12-05,2017-12-11,"Stunning Detached Home With Finished Basement Apartment. Recent Upgrade Included Kitchen, Hardwood Floors, Washrooms And All Light Fixtures. Gleaming Hardwood Floors In Main & 2nd Floor. Large Master Bedroom Has W/I Closet & 4Pc Ensuite. Professionally Finished Basement With Entrance Through Garage. Mins To Parks, Schools, Hwy 401/407 And Walking Distance To Park And School.","All Elf's, S.S Fridge, S.S Stove, Newer S.S Dishwasher, Washer/Dryer. California Shutters. Microwave In The Basement And A White Fridge In The Garage.",12 Taverner Cres,L1T4P7,Ajax
"52 Temple-West Cres, Ajax, ONTARIO, CANADA, L1T4J8",Detached,2-Storey,Ajax,Northwest Ajax,5,98,"$789,900 ","$777,000 ",2018-05-22,Temple-West,52,3,,3,Attached,4,None,2017-11-22,2017-11-27,"Don't Miss This All Brick Tormina Stunner Located On A Quiet Family Friendly Cres In Sought After Area Of Northwest Ajax. Picture Perfect From The Landscaped Exterior To The Sun Drench Open Concept Floor Plan Complete With; Hardwood Throughout, Crown Mouldings, Shutters, Gourmet Kitchen With Granite Countertops & Grand Family-Room With Soaring Ceiling & Gas Fireplace. Formal Living & Dining, Plus Fully Finished Bsmt Make This The Perfect Place To Call Home!","Two Tier Master With His And Her Closets, & 4 Piece Ensuite. Hardwood Stairs, Garage Access, 2 Sheds In Fully Fenced Back Yard. Enough Parking For 4 Cars & No Sidewalks To Shovel! 2 Other Bedrooms Are Great Size Too! An Absolute Must See!",52 Temple-West Cres,L1T4J8,Ajax
"44 Tozer Cres, Ajax, ONTARIO, CANADA, L1T 5A1",Semi-Detach...,2-Storey,Ajax,Northwest Ajax,23,99,"$639,000 ","$630,000 ",2018-02-06,Tozer,44,4,1,4,Attached,2,None,2017-11-06,2017-11-29,"Extremely Well Maintained 4+1 Bedroom Semi-Detached House For Sale In Desirable Ajax Community. This House Is Just Shy Of 2000 Sq Feet Of Living Space Above Grade And Feature Open Concept Living Room With Eat-In-Kitchen. All 4 Bedrooms Are Bright And Spacious. Entire House Is Professionally Painted. Also, Features Hardwood Floor On The Main Level. Basement Is Finished And Also Features A Great Bedroom With W/I Closet, Rec Room, 3 Pc Washroom & A Kitchenette.","This House Offers Access To Basement Through Garage Which Is A Great Potential For In-Law Suite. Extended Interlocking Driveway For Additional Parking. Stove, S/S Fridge, S/S Dishwasher, Washer & Dryer. All Light Fixtures & Window Coverings",44 Tozer Cres,L1T 5A1,Ajax
"24 Unsworth Cres, Ajax, ONTARIO, CANADA, L1T4X3",Semi-Detach...,2-Storey,Ajax,Northwest Ajax,46,96,"$649,888 ","$625,000 ",2018-03-31,Unsworth,24,3,1,4,Attached,2,None,2017-12-07,2018-01-22,"Great Gulf Home In Sought After Neighbourhood. Lots Of Upgrades, Hardwood On Main And 2nd Floor, California Shutters On Main. Fully Open Concept Living W/ Separate Dining Area. Walk To All Amenities, School, Shopping, Hwy 401/407.","Stainless Steel Fridge, Stove, Dishwasher, Washer, Dryer, Central Vacuum, Garage Door Opener, Access To Garage From House, All Elf's.",24 Unsworth Cres,L1T4X3,Ajax
"35 Williamson Dr W, Ajax, ONTARIO, CANADA, L1T4M7",Detached,2-Storey,Ajax,Northwest Ajax,25,97,"$899,000 ","$875,000 ",2017-12-31,Williamson,35,4,1,4,Attached,2,None,2017-10-30,2017-11-24,"Excellent Location, Welcome To This Gorgeous House With Very Large 4 Bedrooms And 4 Washroom, Open Concept Main Floor With 9""Ceilling And Hardwood Throughout. Modern Kitchen With Toll Cabinets, Granite Counter Top , Backsplash And Stainless Steel Appliances.","All Elf's ,S/S Fridge ,S/S Stove, S/S Dishwasher, Washer, Dryer All Window Coverings.",35 Williamson Dr W,L1T4M7,Ajax
"139 Admiral Rd, Ajax, ONTARIO, CANADA, L1S2P2",Detached,2-Storey,Ajax,South East,17,99,"$599,000 ","$595,000 ",2018-02-28,Admiral,139,3,,3,Detached,4,None,2017-11-13,2017-11-30,"Welcome Home! Truly A Must See!Cozy,Charming & Warm Are The Only Three Words Needed To Describe It. Huge 50X125 Lot And Tons Of Parking. Step Onto The Huge Back Deck And Jump Into The Hot Tub For A Relaxing Fall Evening Overlooking Your Beautiful Back Yard And Charming Over-Sized Detached Garage/Shop. All Located Conveniently Mins From Hwy 401, Shopping, Restaurants, Gym, And Much More. Must See Virtual Tour.","Fridge, Stove, Dishwasher, Washer,Dryer, Hot Tub And Equipment, Electronic Light Fixtures, And Window Coverings. Updated Windows, Bathrooms, Kitchen, Flooring, Roof And Much More. Finished Basement.",139 Admiral Rd,L1S2P2,Ajax
"89 Admiral Rd, Ajax, ONTARIO, CANADA, L1S2N8",Detached,Bungalow,Ajax,South East,13,99,"$517,000 ","$511,000 ",2018-01-31,Admiral,89,3,1,2,None,5,None,2017-11-09,2017-11-22,"Great Little Investment Property Ideally Suited For Entry Level Buyer/Investor; Updated Bungalow, Beautiful Back Yard, Mature Trees, Backing Onto Greenbelt, South East Ajax Neighbourhood, New; Roof, Cac, Entry Doors, Deck, Storage Shed. Sep. Laundry Is Accessible By Both Units. Basement Could Rent $850-900, Or Live In The Bsmnt While Main Floor Rent Covers Good Portion Of Expenses.","2 Fridges, 2 Stoves, Washer, Dryer, Elf, Gas Furnace, Cac, Storage Shed, Hwt(R)",89 Admiral Rd,L1S2N8,Ajax
"48 Admiral Rd, Ajax, ONTARIO, CANADA, L1S2N9",Detached,Bungalow,Ajax,South East,43,97,"$560,000 ","$545,000 ",2018-01-10,Admiral,48,3,2,2,Detached,4,None,2017-11-10,2017-12-23,"Gorgeous, Large, All Brick Detached Bungalow In Demand South Ajax* Huge West Facing Bkyd Great For Gatherings & Bbqs* Detached Oversized Garage, New Garage Dr Oct 17* New Laminate* 3 Good Size Main Floor Bdrms With Hdwd Floors* Updated 4Pc* Modern Kitchen* L-Shaped Liv/Dr Combo* New Shingles Nov '17* Ultra Modern Dream Bsmnt For The In-Laws With 2 Bdrms, Eat-In Kitchen With Granite Counter, Large Modern 4Pc Wshrm, Pot Lites, Laminate Flooring & Laundry*","Close To All Amenities: Groceries, Library, Park, Community Pool, Shopping Mall, Transit, Places Of Worship And More* Incl: 2 Fridges, 2 Stoves, 2 Dishwashers, Washer, Dryer Excl: Rubbermaid Shed",48 Admiral Rd,L1S2N9,Ajax
"161 Admiral Rd, Ajax, ONTARIO, CANADA, L1S2P2",Detached,1 1/2 Store...,Ajax,South East,28,98,"$525,000 ","$517,000 ",2018-02-22,Admiral,161,3,,3,Detached,3,None,2017-11-22,2017-12-20,"Just Move In! Beautifully Renovated Large Home Located In Family-Friendly South Ajax. 2 + 1 Bedrooms And 3 Baths. Open Concept Kitchen With Granite Counter-Tops And Stainless Steel Appliances. Large Living Room, Formal Dining Room (Potential 3rd Bedroom) And Rare Family Room With Walkout To Spacious Deck, Huge Fenced Backyard And Mature Gardens. Detached Over-Sized Garage And Workshop With Attached Greenhouse. Spacious Finished Basement With Wet Bar","Located Close To New Hwy 412 To 407, Hwy 401, Go, Transit, Lake, Bike Trails, Schools And Shopping! S/S 36"" Fridge, Stove And B/I Microwave (All 2015), B/I S/S Dishwasher (2017), Washer, Dryer (2016), Garage Door Opener, New Furnace (2016).",161 Admiral Rd,L1S2P2,Ajax
"6 Aldonschool Crt, Ajax, ONTARIO, CANADA, L1S0C5",Semi-Detach...,2-Storey,Ajax,South East,12,97,"$559,000 ","$543,000 ",2018-02-28,Aldonschool,6,3,,3,Attached,1,None,2017-12-01,2017-12-13,"Welcome To Bellwood Built By Tribute Communities, Empire Floor Plan Spacious 3 Bed 3 Bath. Hardwood Throughout Mainfloor Open Concept Living, Dining And Kitchen, Tonnes Of Counter And Cupboard Space With Black Front Digital Appliances. Large Master Bedroom With 4 Piece Ensuite, Deep Soaker Tub Seperate Stand Up Shower, Walk In Closet, 2nd Floor Laundry/Storage Room, Clean Unfinished Basement With High Ceilings, 3 Piece Bathroom Rough In, Cold Storage Room","All Upgraded Appliances,Light Fixtures, Window Coverings Included, Newer Home Construction Designed And Built In 2007. Auto Garage Door W Remote,Central Vac, 200 Amp Electrical Panel Ask For Floor Plan!",6 Aldonschool Crt,L1S0C5,Ajax
"29 Angier Cres, Ajax, ONTARIO, CANADA, L1S7R7",Detached,2-Storey,Ajax,South East,4,100,"$719,000 ","$719,000 ",2018-03-30,Angier,29,3,,3,Attached,2,None,2017-11-24,2017-11-28,"Beautifully Designed Home In Prime Ajax! Newly Renovated W/ An Open Concept Eat-In Kitchen (2017) Stainless Steel Appliances & Caesarstone Quartz Countertop. Enjoy The Privacy Of A Coveted Ravine Lot & Professionally Built Deck Off The Kitchen (2017). Upgraded Brazilian Cherry Wood Throughout Main Floor & A Large Living Room W/ Sun-Filled Bay Windows. Pot Lights Throughout, Gas Fireplace. Generous Size Bedrooms, Master W/ Walk-In Closet & 4Pc Ensuite.","S/S Fridge, Stove, Dishwasher. Washer, Dryer. All Electrical Light Fixtures, All Custom Rods & Window Coverings, Freshly Painted. Camera Security System W/ Dvr. Hwt (Rental). Walking Distance To Schools, Parks & Close To All Amenities.",29 Angier Cres,L1S7R7,Ajax
"101 Angier Cres, Ajax, ONTARIO, CANADA, L1S7R4",Att/Row/Twn...,2-Storey,Ajax,South East,40,98,"$555,900 ","$545,000 ",2018-01-31,Angier,101,3,,3,Attached,1,None,2017-11-11,2017-12-21,"Beautiful 3 Bdrm Freehold Townhouse In Southeast Ajax. Bright Open Concept, Quartz Countertop In Kitchen, Hardwood Flooring On Main, Laminate In Bedrooms. Master With 4 Pcs Ensuite. Finished Basement Giving Approx 1800 Sq Ft Of Living Space. Close To Parks, Trails, Hwys 401 And 412, Ajax Go, Hospital, Schools And Shopping Centres. Walking Distance To Lake.","Fridge, Stove, Built-In Dishwasher, Washer, Dryer, Window Coverings/Blinds, Electric Light Fixtures, Broadloom Where Laid.",101 Angier Cres,L1S7R4,Ajax
"24 Barbour Cres, Ajax, ONTARIO, CANADA, L1S7C9",Detached,2-Storey,Ajax,South East,27,99,"$799,900 ","$795,000 ",2018-03-01,Barbour,24,4,,4,Attached,2,None,2017-12-07,2018-01-03,"Sought After South Ajax Property Backing On To A Ravine! Watch The Deer While You Eat Breakfast. Steps From Nature Trails And A Short Walk To The Lake. This Gorgeous 4 Bedrm Home Is Just Under 2,500Sqft And Boasts 4 Renovated Bathrooms, Main Flr Laundry, Wood Burning Fireplace, New Slate Tile And Hardwood Flooring. Part Finished Basement Includes A Brunswick Pool Table And A Workshop. Don't Miss Your Chance To Live In This Beautiful Neighbourhood.","Extras Incl: Fridge, Stove, Dishwasher, Microwave, Clothes Washer And Dryer, All Existing Elf's, All Existing Window Coverings And Brunswick Pool Table In The Basement.",24 Barbour Cres,L1S7C9,Ajax
"32 Barbour Cres, Ajax, ONTARIO, CANADA, L1S7C5",Detached,2-Storey,Ajax,South East,5,99,"$799,898 ","$795,000 ",2018-01-30,Barbour,32,4,1,4,Attached,2,None,2017-11-14,2017-11-19,"Sought After South Ajax! Absolutely Beautiful Family Home, Nestled In This Lovely Lakeside Community & Situated On A Sprawling Irregular Shaped Lot Siding To Nature Trails & Mature Forest. Bright & Spacious Main Floor Layout W/Hardwood Floors,Upgraded Eat In Kitchen W/W/O To Two Tiered Deck. Family Room W/Fireplace. Large Master Retreat W/4 Pc Ensuite & Well Appointment Bedrooms. Finished Basement W/Rec Room,5th Bedroom Or Office & 3Pc Bath. *A Must See*","Premium Pie Shaped Lot, 2 Tier Deck, Hot Tub, Pool House, Driveway Repaved (10), S/S Appliances, Upgraded Windows. Close To Fantastic Community Amenities Such As Nature Trails, Parks, Schools, Shopping, Transit & So Much More!",32 Barbour Cres,L1S7C5,Ajax
"17 Beadle Dr, Ajax, ONTARIO, CANADA, L1S 7N9",Att/Row/Twn...,2-Storey,Ajax,South East,33,98,"$590,000 ","$578,000 ",2018-03-31,Beadle,17,3,,4,Attached,1,None,2017-12-19,2018-01-21,"Large End Unit! Huge Family Room With Gas Fireplace! Double Front Doors! Open Concept! Meticulously Maintained! Bright & Spacious! Newer Kitchen (May 2017), Quartz Countertop, Glass B/Splash. Premium Laminate Flrs, 4 Bathrooms, 2 Walk-In Closets, California Shutters, Upgr Light Fixs, Pot Lights,Massive Deck! Mostly Freshly Painted.Professionally Finished Basement. Shingles (May 2017), Furnace (2015). Steps To Schools, Amenities & Transit,Mins To Go & 401","Stainless Steel Fridge & Stove (Sept 2017), B/I Dishwasher, B/I Microwave. Washer, Dryer, Central Ac, Central Vacuum, Custom Window Coverings/California Shutters, Upgraded Electric Light Fixtures. Mostly Freshly Painted",17 Beadle Dr,L1S 7N9,Ajax
"123 Burcher Rd, Ajax, ONTARIO, CANADA, L1S2R3",Semi-Detach...,2-Storey,Ajax,South East,11,98,"$569,900 ","$560,000 ",2018-05-03,Burcher,123,3,,3,Built-In,1,None,2018-01-04,2018-01-15,"Welcome Home! Close To Schools, Go Transit/401, Hospital, Shopping And Parks! This Beautiful Tribute-Built,Two-Storey, Semi-Detached House In Popular South East Ajax Features A Bright Open Concept Main Floor With A Walk-Out To The Large Deck And Fenced Yard. Lots Of Cupboard Space, With Built-In Pantry In The Kitchen. Hardwood Flooring In The Breakfast Area And Great Room. Master Bedroom Has Walk-In Closet And 4 Piece Ensuite.","Includes: Stainless Steel Fridge, Stove And Built-In Dishwasher (New November 2017), Washer, Dryer, Microwave, All Elfs. Window Coverings. Rentals: Hwt ($18) And Water Softener ($39.95). Very Clean & Shows Well!",123 Burcher Rd,L1S2R3,Ajax
"142 Burcher Rd, Ajax, ONTARIO, CANADA, L1S2R5",Detached,Bungalow,Ajax,South East,5,100,"$500,000 ","$502,000 ",2018-06-12,Burcher,142,3,,2,None,4,None,2018-01-18,2018-01-23,"This Charming And Bright Bungalow Is Situated On A Large 50X105 Deep Lot In Sought-After Ajax Community. This Home Features 3 Bdrms, 2Baths, Eat-In Kitchen W/Corian Countertop, Large Pantry, S/S Fridge, Stove, Oven Hood, Microwave & Side Entrance. Spacious Living Rm W/Large Picture Casement Window, Laminate Flooring, Upgraded Trim, Crown Moulding & Fireplace Mantle. Spacious Finished Rec Rm, Newer 3 Pc Bathroom(2016), Broadloom, Oak Staircase & Gas Fireplace.","Other Updates Incl: Roof (2011), Furnace (2013), Cac, Newer Breakers(2015). Large Private Driveway (4 Cars)! Hwtr (Enercare). Walking Distance To Lake, Parks & Conservation Area. Easy Commute To T.O, Shopping, Schools, 401/407.",142 Burcher Rd,L1S2R5,Ajax
"31 Clements Rd E, Ajax, ONTARIO, CANADA, L1S1K9",Detached,2-Storey,Ajax,South East,2,129,"$399,900 ","$516,000 ",2018-02-28,Clements,31,4,,2,Attached,4,None,2017-12-06,2017-12-08,"Huge Opportunity! Welcome To 31 Clements Rd E In South Ajax By The Lake! Incredible Opportunity For First Time Buyers, Investors & Renovators! Highly Sought After Neighbourhood Close To Schools, Parks, Hospital, Lake, Rotary Park, Bike Trails & Much More! This Home Boasts 4 Bedrooms, 2 Bathrooms, Hardwood Floors Throughout, Large Living & Dining Rooms And A Large Unspoiled Basement! This Home Is Just Waiting For You To Make It Your Own!","Appliances & Inclusions Are ""As Is, Where Is"". Incl: Fridge, Stove, Elfs, Window Coverings, Shed, Water Pond & Equipment. Home Is Being Sold ""As Is, Where Is"" Seller Is Elderly & Home Needs Tlc. Exluding: Washer & Dryer",31 Clements Rd E,L1S1K9,Ajax
"47 Dreyer Dr, Ajax, ONTARIO, CANADA, L1S1J3",Detached,Backsplit 3,Ajax,South East,86,96,"$499,999 ","$480,000 ",2018-01-15,Dreyer,47,3,,1,Carport,3,None,2017-10-13,2018-01-07,"Tenant Has Given Notice. Can Now Accommodate A 30 Day Close. Great Potential In This 3 Br; 3 Level Backsplit. Located In Sought After South Ajax On A 50X110' Lot, Within Walking Distance Of Southwood Park Public School & Kinsmen Park. Great Investment Or Family Home.",Property Is Currently Tenanted,47 Dreyer Dr,L1S1J3,Ajax
"22 Forest Rd, Ajax, ONTARIO, CANADA, L1S2N3",Detached,1 1/2 Store...,Ajax,South East,13,95,"$470,000 ","$445,000 ",2018-02-28,Forest,22,3,,2,None,4,None,2017-11-22,2017-12-05,"Located In The Finer Part Of Ajax! What A Lovely Home! So Warm And Cozy, Nestled On 50' X 110' Lot On Quiet Forest Rd. Well Maintained & Meticulously Clean! Cute Front Porch, Deep & Wide Private Backyard, All Windows [2017], Beautiful Berber Carpets [2017], Floors Refinished, Freshly Painted, Open Concept Basement With Gas Fireplace. Walk Out To Large Deck, Interlocking. Double Driveway Holds 4 Cars. Mins To Amenities, Schs, Library, Major Shopping Areas, 401","Oversized Windows Throughout! Hot Water Tank Owned, Fridge, Stove, Built-In Dishwasher, Washer, Dryer, All Electrical Light Fixtures, Window Coverings, Central Ac, Gas Fireplace, Built-In Book Case In Basement, Garden Shed, Lots Of Storage",22 Forest Rd,L1S2N3,Ajax
"2 Greenhalf Dr, Ajax, ONTARIO, CANADA, L1S7N6",Detached,2-Storey,Ajax,South East,16,97,"$619,900 ","$600,000 ",2018-02-28,Greenhalf,2,3,,3,Attached,2,None,2017-11-25,2017-12-11,"Location, Location, Location Your Search Is Over, Your Single Corner 3 Bedroom House For Sale In South East Ajax. Close To All Amenities, School, Community Center, Plazas, Hwy 401, Walking Distance To Water...Priced To Sell, Hurry Won't Last Long!!","Fridge, Stove, Washer/Dryer, All Electric Light Fixtures Included.",2 Greenhalf Dr,L1S7N6,Ajax
"97 Gregory Rd, Ajax, ONTARIO, CANADA, L1S3B5",Detached,Sidesplit 4,Ajax,South East,9,99,"$679,900 ","$670,000 ",2018-03-23,Gregory,97,3,1,2,Built-In,4,None,2017-12-04,2017-12-13,"Dont Miss This Opportunity To Live Near The Lake In Ajax. This Outstanding One Of A Kind Home In Sought After South Ajax. Pot Lights, 3+1 Bedroom, Amazing Layout. A Must See!! Upgrades Galore","Stainless Steel Stove, Washer, Dryer All Electrical Light Fixtures",97 Gregory Rd,L1S3B5,Ajax
"67 Handley Cres, Ajax, ONTARIO, CANADA, L1Z1M2",Detached,2-Storey,Ajax,South East,41,99,"$728,000 ","$718,000 ",2018-01-30,Handley,67,3,1,3,Attached,4,None,2017-10-12,2017-11-22,"Fabulous Corner Lot Located Near The Lake .This Property Boasts High Cathedral Ceilings With An Astonishing Modern Design, Upgraded Kitchen With Top Of The Line Appliances. Hardwood Flooring Throughout The Entire House. Newly Built Community Minutes Away From The Highway , Schools & Shopping Centers , Perfect For Any Family To Move In.","S/S Fridge , Stove , Dishwasher , Microwave . Washer & Drier",67 Handley Cres,L1Z1M2,Ajax
"62 Harland Cres, Ajax, ONTARIO, CANADA, L1S1J9",Detached,Bungalow,Ajax,South East,30,98,"$629,800 ","$620,000 ",2018-01-31,Harland,62,3,,2,Attached,2,None,2017-10-25,2017-11-24,"Bright Upgraded 3 Bedroom Bungalow In Coveted South Ajax Neighborhood Features Single Car Garage, Hardwood Floors, Large Living And Dining Room W/French Doors, Updated Kitchen W/Center Island Cook Top, Breakfast Bar, Pot Lights &Plenty Of Cupboard Space. Open To Huge Addition With Gas Fireplace, Bay Window &Walk-Out To Private Yard, Deck, &Gardeners Paradise! Generous Bedrooms &Closets, Renovated Bathroom W/Extra Storage Space.","Finished Basement W/Open Concept Design, Above Grade Windows, Dry Bar, Tons Of Storage Space 2Pc Bathroom. Newer Windows, Furnace'15, Cac'15, Newer Shingles!",62 Harland Cres,L1S1J9,Ajax
